Tweet,Keyword,tweet_lowercase
"Who will save Nepalis awaiting execution in foreign lands? As a country that has done away with the death penalty, it is up to Nepal government to make all efforts to rescue its citizens from being executed abroad, rights activists say.  — by @CK_Mandal",rescue,"who will save nepalis awaiting execution in foreign lands? as a country that has done away with the death penalty, it is up to nepal government to make all efforts to rescue its citizens from being executed abroad, rights activists say.  — by @ck_mandal"
"Security personnel participate in a disaster rescue drill at Patan Durbar Square, Lalitpur on Tuesday. Photo by: @Sayami ",rescue,"security personnel participate in a disaster rescue drill at patan durbar square, lalitpur on tuesday. photo by: @sayami "
"One killed in train accident near The Hague, 30 injured Rescue teams were seen ferrying away the injured in pre-dawn darkness at the scene of the accident at Voorschoten, a village near The Hague. ",rescue,"one killed in train accident near the hague, 30 injured rescue teams were seen ferrying away the injured in pre-dawn darkness at the scene of the accident at voorschoten, a village near the hague. "
"Bodies of seven missing in Barekot landslide in Jajarkot recovered Five others still missing; rescue works hampered by adverse weather conditions, said police.  — by Bhim Bahadur Singh",rescue,"bodies of seven missing in barekot landslide in jajarkot recovered five others still missing; rescue works hampered by adverse weather conditions, said police.  — by bhim bahadur singh"
"#Opinion Local units to the rescue: Depending overly on the security forces for disaster management is not a good idea, by Shrijan Bahadur Malla #KathmanduPost ",rescue,"#opinion local units to the rescue: depending overly on the security forces for disaster management is not a good idea, by shrijan bahadur malla #kathmandupost "
"Rainfall in #TaraAir crash site, rescue works hampered ",rescue,"rainfall in #taraair crash site, rescue works hampered "
"Rescue operations can be complicated if there is a disaster during an armed conflict, by Shrijan Bahadur Malla ",rescue,"rescue operations can be complicated if there is a disaster during an armed conflict, by shrijan bahadur malla "
"Eight stranded in Manaslu avalanche Rescue teams are facing difficulties conducting rescue operations due to bad weather in the mountains, said police.  — by @UpUpreti",rescue,"eight stranded in manaslu avalanche rescue teams are facing difficulties conducting rescue operations due to bad weather in the mountains, said police.  — by @upupreti"
"A high-altitude search and rescue team recovered the bodies of three French climbers buried under two metres of snow, days after they had gone missing on the slope of a mountain hit by an avalanche in the Everest region.  — by @sangamprasai",rescue,"a high-altitude search and rescue team recovered the bodies of three french climbers buried under two metres of snow, days after they had gone missing on the slope of a mountain hit by an avalanche in the everest region.  — by @sangamprasai"
No rescue teams have reached Khalte of Dhading districts. The locals are waiting. #NepalQuake ,rescue,no rescue teams have reached khalte of dhading districts. the locals are waiting. #nepalquake 
Thailand’s government said on Monday it plans to submit a rehabilitation plan for troubled national carrier Thai Airways International Pcl to a bankruptcy court rather than go ahead with a planned rescue. ,rescue,thailand’s government said on monday it plans to submit a rehabilitation plan for troubled national carrier thai airways international pcl to a bankruptcy court rather than go ahead with a planned rescue. 
Rs 1m given to Pokhara wildlife rescue centre ,rescue,rs 1m given to pokhara wildlife rescue centre 
"US, Canada, Russia to assist in rescue; Chinese team arriving with sniffer dogs  ",rescue,"us, canada, russia to assist in rescue; chinese team arriving with sniffer dogs  "
"At least 12 killed, 52 wounded in attack on #Pakistan court: rescue official ",rescue,"at least 12 killed, 52 wounded in attack on #pakistan court: rescue official "
PM Dahal summons emergency cabinet meeting The prime minister directs the state authorities to carry out immediate rescue and relief operations. ,rescue,pm dahal summons emergency cabinet meeting the prime minister directs the state authorities to carry out immediate rescue and relief operations. 
Govt plans animal rescue centres ,rescue,govt plans animal rescue centres 
"Malaysia finds body of last person unaccounted for in campsite landside Among the victims were 11 children and 14 women, according to the fire and rescue department. ",rescue,"malaysia finds body of last person unaccounted for in campsite landside among the victims were 11 children and 14 women, according to the fire and rescue department. "
"Climate change will fuel humanitarian crises in 2023: Study The International Rescue Committee study flagged that the number of people in humanitarian need has skyrocketed in the last decade, approaching 339.2 million versus the 81 million seen in 2014. ",rescue,"climate change will fuel humanitarian crises in 2023: study the international rescue committee study flagged that the number of people in humanitarian need has skyrocketed in the last decade, approaching 339.2 million versus the 81 million seen in 2014. "
